District,Date,Primary Type,Arrest,Crime Weightage,Label
1,5/9/16 0:30,BATTERY,False,2,0
9,5/9/16 0:03,ROBBERY,False,1,0
15,5/9/16 2:30,BATTERY,False,2,1
7,5/9/16 2:09,NARCOTICS,True,3,1
7,5/9/16 1:43,CRIMINAL DAMAGE,False,3,1
15,5/9/16 1:00,SEX OFFENSE,False,4,0
15,5/9/16 1:45,CRIMINAL DAMAGE,False,3,0
11,5/9/16 0:40,BATTERY,False,2,1
11,5/9/16 1:29,CRIMINAL DAMAGE,False,3,1
11,5/9/16 2:40,NARCOTICS,True,3,1
8,5/9/16 3:01,THEFT,True,0,1
6,5/9/16 2:35,CRIMINAL DAMAGE,False,3,1
22,5/9/16 2:45,BATTERY,False,2,1
19,5/9/16 0:55,BATTERY,False,2,0
7,5/9/16 3:15,ASSAULT,True,2,1
19,5/9/16 2:50,BATTERY,False,2,0
19,5/9/16 1:20,BURGLARY,False,2,0
19,5/9/16 1:20,ASSAULT,False,3,0
18,5/9/16 2:55,ROBBERY,False,1,0
12,5/9/16 2:25,BURGLARY,False,2,0
14,5/9/16 2:05,THEFT,True,0,1
19,5/9/16 2:20,THEFT,False,1,1
1,5/9/16 2:50,ROBBERY,False,1,0
3,5/9/16 1:20,BATTERY,False,2,1
5,5/9/16 0:30,CRIMINAL DAMAGE,False,3,1
4,5/9/16 2:46,CRIMINAL DAMAGE,False,3,1
10,5/9/16 4:35,ROBBERY,False,1,0
11,5/9/16 4:54,BATTERY,False,2,1
19,5/9/16 1:00,BURGLARY,False,2,0
25,5/9/16 3:41,BATTERY,False,2,1
4,5/9/16 2:43,BATTERY,False,2,1
4,5/9/16 0:43,BATTERY,False,2,1
7,5/9/16 1:30,BATTERY,False,2,1
20,5/9/16 4:30,BATTERY,False,2,0
6,5/9/16 2:28,CRIMINAL DAMAGE,False,3,1
8,5/9/16 6:30,THEFT,False,1,1
11,5/9/16 0:01,CRIMINAL DAMAGE,False,3,1
4,5/9/16 3:19,OFFENSE INVOLVING CHILDREN,True,3,0
20,5/9/16 4:30,BATTERY,False,2,0
11,5/9/16 6:20,BATTERY,False,2,1
12,5/9/16 6:15,NARCOTICS,True,3,0
8,5/9/16 7:40,OTHER OFFENSE,False,2,0
10,5/9/16 4:00,BURGLARY,False,2,0
11,5/9/16 7:24,NARCOTICS,True,3,1
12,5/9/16 1:39,WEAPONS VIOLATION,True,1,0
3,5/9/16 1:00,ASSAULT,False,3,0
2,5/9/16 8:15,CRIMINAL DAMAGE,False,3,1
14,5/9/16 4:30,BURGLARY,False,2,0
22,5/9/16 2:20,BATTERY,False,2,1
4,5/9/16 7:05,BATTERY,False,2,1
15,5/9/16 7:25,ASSAULT,False,3,0
9,5/9/16 6:00,CRIMINAL DAMAGE,False,3,1
17,5/9/16 3:30,CRIMINAL DAMAGE,False,3,1
9,5/9/16 5:00,THEFT,False,1,0
14,5/9/16 8:30,BATTERY,False,2,0
11,5/9/16 7:15,NARCOTICS,True,3,1
5,5/9/16 8:00,CRIMINAL DAMAGE,False,3,1
4,5/9/16 8:50,BATTERY,False,2,1
6,5/9/16 7:40,BURGLARY,False,2,0
16,5/9/16 8:05,BATTERY,False,2,0
7,5/9/16 7:45,THEFT,False,1,0
7,5/9/16 6:30,BATTERY,False,2,1
7,5/9/16 8:07,BATTERY,False,2,1
7,5/9/16 9:00,BURGLARY,False,2,0
12,5/9/16 8:40,BATTERY,False,2,1
3,5/9/16 9:03,BATTERY,False,2,1
12,5/9/16 9:00,BATTERY,False,2,1
10,5/9/16 9:15,BATTERY,False,2,1
7,5/9/16 9:55,THEFT,False,1,0
12,5/9/16 10:00,THEFT,False,1,1
17,5/9/16 8:00,MOTOR VEHICLE THEFT,False,2,0
7,5/9/16 9:20,BATTERY,False,2,1
5,5/9/16 10:00,ASSAULT,False,3,0
1,5/9/16 10:22,OTHER OFFENSE,False,2,0
4,5/9/16 9:00,THEFT,False,1,0
8,5/9/16 9:40,CRIMINAL DAMAGE,False,3,1
14,5/9/16 9:40,NARCOTICS,True,3,0
11,5/9/16 9:55,NARCOTICS,True,3,1
11,5/9/16 9:30,DECEPTIVE PRACTICE,False,1,0
11,5/9/16 7:45,CRIMINAL DAMAGE,False,3,1
11,5/9/16 7:30,THEFT,False,1,0
1,5/9/16 6:30,ASSAULT,False,3,0
3,5/9/16 8:10,ROBBERY,False,1,0
1,5/9/16 9:35,CRIMINAL DAMAGE,False,3,0
1,5/9/16 10:45,BATTERY,True,1,0
3,5/9/16 7:30,BATTERY,False,2,1
24,5/9/16 10:30,BATTERY,False,2,0
24,5/9/16 1:00,ROBBERY,False,1,0
14,5/9/16 8:29,THEFT,True,0,1
16,5/9/16 6:44,DECEPTIVE PRACTICE,False,1,0
15,5/9/16 9:15,PUBLIC PEACE VIOLATION,False,3,0
1,5/9/16 7:30,ASSAULT,False,3,0
11,5/9/16 11:10,NARCOTICS,True,3,1
9,5/9/16 10:25,ASSAULT,True,2,1
15,5/9/16 7:50,ASSAULT,True,2,0
12,5/9/16 9:30,CRIMINAL DAMAGE,False,3,1
15,5/9/16 9:20,MOTOR VEHICLE THEFT,False,2,0
11,5/9/16 10:15,THEFT,False,1,0
22,5/9/16 8:30,THEFT,False,1,0
1,5/9/16 11:25,BATTERY,True,1,0
19,5/9/16 11:00,THEFT,True,0,1
10,5/9/16 8:45,ASSAULT,False,3,0
4,5/9/16 11:25,CRIMINAL DAMAGE,False,3,1
5,5/9/16 4:05,ROBBERY,False,1,0
4,5/9/16 9:40,OTHER OFFENSE,False,2,1
6,5/9/16 10:37,CRIMINAL DAMAGE,True,2,1
5,5/9/16 9:00,BATTERY,True,1,1
4,5/9/16 5:30,BATTERY,False,2,1
1,5/9/16 11:45,OTHER OFFENSE,False,2,0
11,5/9/16 9:55,ARSON,False,3,0
11,5/9/16 11:08,NARCOTICS,True,3,1
10,5/9/16 10:00,CRIMINAL DAMAGE,False,3,1
3,5/9/16 8:00,ASSAULT,False,3,0
7,5/9/16 11:45,ROBBERY,False,1,0
7,5/9/16 12:10,BATTERY,False,2,1
19,5/9/16 0:01,THEFT,False,1,1
12,5/9/16 9:15,THEFT,False,1,1
19,5/9/16 11:20,SEX OFFENSE,True,3,0
18,5/9/16 11:55,THEFT,False,1,1
2,5/9/16 7:45,THEFT,True,0,0
4,5/9/16 10:24,BURGLARY,False,2,0
14,5/9/16 8:30,THEFT,False,1,1
12,5/9/16 8:00,THEFT,False,1,1
6,5/9/16 9:30,BATTERY,False,2,1
8,5/9/16 9:50,PUBLIC PEACE VIOLATION,True,2,0
25,5/9/16 11:47,NARCOTICS,True,3,0
15,5/9/16 12:00,BATTERY,False,2,1
5,5/9/16 11:36,CRIMINAL DAMAGE,False,3,1
3,5/9/16 11:30,ASSAULT,False,3,0
4,5/9/16 9:55,BATTERY,True,1,1
16,5/9/16 12:00,DECEPTIVE PRACTICE,False,1,0
4,5/9/16 11:45,CRIMINAL DAMAGE,False,3,1
4,5/9/16 8:30,BATTERY,False,2,1
6,5/9/16 10:40,NARCOTICS,True,3,0
4,5/9/16 8:50,ASSAULT,False,3,1
25,5/9/16 11:48,CRIMINAL TRESPASS,True,2,0
12,5/9/16 11:00,NARCOTICS,True,3,0
10,5/9/16 12:25,BATTERY,True,1,1
18,5/9/16 12:30,THEFT,False,1,1
5,5/9/16 12:36,BATTERY,False,2,1
1,5/9/16 11:45,THEFT,True,0,1
6,5/9/16 12:00,MOTOR VEHICLE THEFT,False,2,0
1,5/9/16 11:30,THEFT,True,0,1
16,5/9/16 4:30,BATTERY,False,2,0
12,5/9/16 9:40,DECEPTIVE PRACTICE,False,1,0
14,5/9/16 13:00,CRIMINAL DAMAGE,False,3,1
3,5/9/16 11:50,ASSAULT,True,2,0
8,5/9/16 10:55,ASSAULT,False,3,0
8,5/9/16 13:00,BATTERY,False,2,1
10,5/9/16 12:30,BATTERY,False,2,1
7,5/9/16 13:30,NARCOTICS,True,3,1
10,5/9/16 12:41,ASSAULT,False,3,0
7,5/9/16 12:00,CRIMINAL TRESPASS,True,2,0
24,5/9/16 4:45,THEFT,False,1,0
11,5/9/16 10:30,NARCOTICS,True,3,1
12,5/9/16 13:29,NARCOTICS,True,3,0
14,5/9/16 10:19,DECEPTIVE PRACTICE,False,1,0
3,5/9/16 10:50,BATTERY,True,1,1
6,5/9/16 13:12,INTERFERENCE WITH PUBLIC OFFICER,True,3,0
18,5/9/16 13:16,THEFT,False,1,1
6,5/9/16 11:45,BATTERY,False,2,1
5,5/9/16 13:00,BATTERY,False,2,1
6,5/9/16 12:25,ASSAULT,False,3,0
2,5/9/16 10:50,MOTOR VEHICLE THEFT,False,2,0
12,5/9/16 14:15,THEFT,False,1,1
18,5/9/16 11:50,BATTERY,True,1,0
2,5/9/16 13:15,ROBBERY,False,1,0
20,5/9/16 11:58,DECEPTIVE PRACTICE,False,1,0
6,5/9/16 11:35,CRIMINAL DAMAGE,False,3,1
19,5/9/16 4:42,BURGLARY,False,2,0
18,5/9/16 8:56,BURGLARY,True,1,0
5,5/9/16 13:50,BATTERY,False,2,1
15,5/9/16 0:00,ROBBERY,False,1,0
10,5/9/16 12:45,CRIMINAL DAMAGE,False,3,1
14,5/9/16 13:24,MOTOR VEHICLE THEFT,False,2,0
9,5/9/16 12:30,THEFT,False,1,0
10,5/9/16 12:30,ASSAULT,False,3,0
9,5/9/16 14:30,NARCOTICS,True,3,0
11,5/9/16 14:00,CRIMINAL TRESPASS,False,3,0
11,5/9/16 13:40,CRIMINAL DAMAGE,False,3,1
11,5/9/16 7:30,ROBBERY,False,1,0
15,5/9/16 12:45,NARCOTICS,True,3,1
1,5/9/16 12:15,BATTERY,False,2,0
8,5/9/16 6:50,THEFT,False,1,1
25,5/9/16 13:29,BATTERY,False,2,1
16,5/9/16 11:37,ASSAULT,False,3,0
1,5/9/16 15:00,CRIMINAL TRESPASS,True,2,0
1,5/9/16 12:30,CRIMINAL DAMAGE,False,3,0
5,5/9/16 14:40,NARCOTICS,True,3,0
25,5/9/16 10:45,CRIMINAL DAMAGE,False,3,1
6,5/9/16 12:08,WEAPONS VIOLATION,True,1,0
2,5/9/16 15:05,OTHER OFFENSE,False,2,0
1,5/9/16 12:00,CRIMINAL TRESPASS,True,2,0
19,5/9/16 9:15,THEFT,False,1,1
17,5/9/16 16:05,CRIMINAL DAMAGE,False,3,1
19,5/9/16 13:00,CRIMINAL DAMAGE,False,3,1
1,5/9/16 10:45,ASSAULT,False,3,0
7,5/9/16 15:30,OTHER OFFENSE,False,2,0
6,5/9/16 0:00,THEFT,False,1,0
9,5/9/16 14:00,THEFT,False,1,0
7,5/9/16 14:40,CRIMINAL DAMAGE,False,3,1
7,5/9/16 14:05,THEFT,False,1,0
7,5/9/16 15:35,THEFT,False,1,0
4,5/9/16 8:15,ASSAULT,False,3,1
8,5/9/16 14:45,BATTERY,False,2,1
7,5/9/16 12:50,ASSAULT,False,3,1
18,5/9/16 16:05,THEFT,False,1,1
6,5/9/16 14:21,THEFT,True,0,0
2,5/9/16 12:13,WEAPONS VIOLATION,True,1,0
7,5/9/16 10:32,DECEPTIVE PRACTICE,False,1,0
10,5/9/16 11:00,THEFT,False,1,0
6,5/9/16 14:15,THEFT,True,0,0
25,5/9/16 14:55,THEFT,False,1,0
2,5/9/16 15:00,THEFT,False,1,0
5,5/9/16 9:00,THEFT,False,1,0
18,5/9/16 15:33,CRIMINAL TRESPASS,True,2,0
5,5/9/16 16:01,NARCOTICS,True,3,0
8,5/9/16 15:20,BATTERY,False,2,1
3,5/9/16 7:55,THEFT,False,1,0
8,5/9/16 16:15,THEFT,False,1,1
16,5/9/16 16:10,BATTERY,False,2,0
16,5/9/16 13:20,CRIMINAL TRESPASS,False,3,0
8,5/9/16 16:00,BATTERY,False,2,1
16,5/9/16 14:30,DECEPTIVE PRACTICE,False,1,0
12,5/9/16 17:00,CRIMINAL DAMAGE,False,3,1
4,5/9/16 16:00,BATTERY,True,1,1
3,5/9/16 16:08,CRIMINAL DAMAGE,False,3,1
16,5/9/16 11:40,BATTERY,False,2,0
25,5/9/16 8:30,MOTOR VEHICLE THEFT,False,2,0
1,5/9/16 15:45,BATTERY,False,2,0
8,5/9/16 15:01,THEFT,False,1,1
1,5/9/16 11:40,THEFT,False,1,1
22,5/9/16 14:00,THEFT,False,1,0
7,5/9/16 14:30,ROBBERY,False,1,0
8,5/9/16 16:00,BATTERY,False,2,1
11,5/9/16 15:00,BATTERY,False,2,1
11,5/9/16 14:50,CRIMINAL DAMAGE,False,3,1
12,5/9/16 16:00,THEFT,False,1,1
2,5/9/16 8:00,THEFT,False,1,0
7,5/9/16 17:20,OTHER OFFENSE,False,2,0
5,5/9/16 12:32,OTHER OFFENSE,False,2,0
2,5/9/16 15:28,NARCOTICS,True,3,0
22,5/9/16 16:00,THEFT,True,0,0
22,5/9/16 15:20,ASSAULT,False,3,0
1,5/9/16 14:20,THEFT,False,1,1
19,5/9/16 14:15,THEFT,False,1,1
22,5/9/16 16:30,DECEPTIVE PRACTICE,False,1,0
14,5/9/16 17:20,NARCOTICS,True,3,0
14,5/9/16 2:00,MOTOR VEHICLE THEFT,False,2,0
10,5/9/16 15:30,MOTOR VEHICLE THEFT,False,2,0
8,5/9/16 12:34,BATTERY,False,2,1
7,5/9/16 12:00,ROBBERY,False,1,0
8,5/9/16 15:47,WEAPONS VIOLATION,True,1,0
7,5/9/16 14:30,BATTERY,False,2,1
6,5/9/16 15:24,ASSAULT,True,2,0
18,5/9/16 16:30,CRIMINAL DAMAGE,False,3,1
3,5/9/16 16:45,CRIMINAL TRESPASS,True,2,0
1,5/9/16 14:00,THEFT,False,1,1
1,5/9/16 17:00,THEFT,False,1,1
18,5/9/16 13:00,THEFT,False,1,1
9,5/9/16 12:00,THEFT,True,0,0
25,5/9/16 17:11,BATTERY,True,1,1
25,5/9/16 15:30,BURGLARY,False,2,0
9,5/9/16 11:45,THEFT,True,0,0
15,5/9/16 15:30,BATTERY,False,2,1
5,5/9/16 13:35,THEFT,False,1,0
10,5/9/16 0:00,THEFT,False,1,0
16,5/9/16 9:30,BURGLARY,False,2,0
4,5/9/16 14:00,OTHER OFFENSE,False,2,1
17,5/9/16 16:00,THEFT,True,0,0
5,5/9/16 16:32,ASSAULT,True,2,0
8,5/9/16 16:30,THEFT,False,1,1
6,5/9/16 15:49,ASSAULT,True,2,0
11,5/9/16 17:30,NARCOTICS,True,3,1
10,5/9/16 16:00,BATTERY,False,2,1
15,5/9/16 16:30,BATTERY,False,2,1
9,5/9/16 11:50,CRIMINAL TRESPASS,True,2,0
9,5/9/16 11:45,DECEPTIVE PRACTICE,True,0,0
9,5/9/16 11:45,THEFT,True,0,0
1,5/9/16 18:23,THEFT,True,0,1
7,5/9/16 16:30,ASSAULT,False,3,1
3,5/9/16 16:25,CRIMINAL DAMAGE,False,3,1
8,5/9/16 16:45,BATTERY,False,2,1
7,5/9/16 16:00,ROBBERY,False,1,0
11,5/9/16 17:34,ASSAULT,True,2,1
7,5/9/16 18:33,BATTERY,False,2,1
22,5/9/16 16:40,SEX OFFENSE,False,4,0
16,5/9/16 18:10,ASSAULT,True,2,0
24,5/9/16 16:46,ASSAULT,False,3,0
5,5/9/16 15:23,BURGLARY,False,2,0
14,5/9/16 18:20,THEFT,False,1,1
5,5/9/16 17:45,BATTERY,False,2,1
4,5/9/16 17:15,OTHER OFFENSE,True,1,1
3,5/9/16 17:00,BATTERY,False,2,1
7,5/9/16 18:00,CRIMINAL TRESPASS,True,2,0
12,5/9/16 16:06,BATTERY,True,1,1
8,5/9/16 15:25,OTHER OFFENSE,False,2,0
7,5/9/16 18:00,CRIMINAL TRESPASS,True,2,0
8,5/9/16 7:25,CRIMINAL DAMAGE,False,3,1
19,5/9/16 18:15,THEFT,True,0,1
4,5/9/16 18:45,CRIMINAL DAMAGE,False,3,1
12,5/9/16 16:10,CRIMINAL DAMAGE,False,3,1
1,5/9/16 18:00,NARCOTICS,True,3,0
4,5/9/16 16:00,OTHER OFFENSE,False,2,1
4,5/9/16 17:52,INTERFERENCE WITH PUBLIC OFFICER,True,3,0
10,5/9/16 2:00,BURGLARY,False,2,0
4,5/9/16 18:00,THEFT,True,0,0
17,5/9/16 18:30,DECEPTIVE PRACTICE,False,1,0
1,5/9/16 15:30,THEFT,False,1,1
16,5/9/16 17:30,ASSAULT,False,3,0
5,5/9/16 18:07,BATTERY,True,1,1
4,5/9/16 14:30,ASSAULT,False,3,1
16,5/9/16 9:00,THEFT,False,1,0
4,5/9/16 19:12,CRIMINAL TRESPASS,False,3,0
7,5/9/16 18:00,CRIMINAL TRESPASS,True,2,0
16,5/9/16 15:30,ASSAULT,False,3,0
4,5/9/16 14:51,BATTERY,False,2,1
4,5/9/16 16:27,WEAPONS VIOLATION,True,1,0
9,5/9/16 17:50,BATTERY,False,2,1
10,5/9/16 15:00,NARCOTICS,True,3,0
17,5/9/16 18:30,CRIMINAL DAMAGE,False,3,1
6,5/9/16 19:30,THEFT,False,1,0
3,5/9/16 3:00,CRIMINAL DAMAGE,False,3,1
6,5/9/16 18:49,CRIMINAL DAMAGE,False,3,1
3,5/9/16 16:45,BATTERY,False,2,1
12,5/9/16 15:06,ASSAULT,False,3,1
12,5/9/16 18:20,BATTERY,False,2,1
12,5/9/16 17:15,CRIMINAL DAMAGE,False,3,1
4,5/9/16 17:00,OTHER OFFENSE,True,1,1
25,5/9/16 17:40,BATTERY,False,2,1
4,5/9/16 18:50,BATTERY,False,2,1
6,5/9/16 16:10,BATTERY,True,1,1
12,5/9/16 19:55,CRIMINAL DAMAGE,False,3,1
25,5/9/16 16:30,OTHER OFFENSE,False,2,0
17,5/9/16 0:00,BURGLARY,False,2,0
17,5/9/16 14:00,OTHER OFFENSE,False,2,0
17,5/9/16 18:25,BATTERY,False,2,0
25,5/9/16 15:32,ROBBERY,False,1,0
12,5/9/16 11:38,OTHER OFFENSE,True,1,0
6,5/9/16 18:30,CRIMINAL TRESPASS,True,2,0
11,5/9/16 19:35,BATTERY,False,2,1
11,5/9/16 18:10,THEFT,False,1,0
5,5/9/16 18:40,ASSAULT,True,2,0
1,5/9/16 18:10,BATTERY,True,1,0
3,5/9/16 17:30,NARCOTICS,True,3,0
8,5/9/16 15:10,THEFT,True,0,1
7,5/9/16 20:45,NARCOTICS,True,3,1
12,5/9/16 18:15,ASSAULT,False,3,1
19,5/9/16 18:45,BATTERY,True,1,0
17,5/9/16 6:30,BURGLARY,False,2,0
7,5/9/16 18:28,NARCOTICS,True,3,1
9,5/9/16 7:30,CRIMINAL TRESPASS,False,3,0
5,5/9/16 20:21,INTERFERENCE WITH PUBLIC OFFICER,True,3,0
8,5/9/16 19:30,ROBBERY,False,1,0
14,5/9/16 20:10,NARCOTICS,True,3,0
8,5/9/16 16:15,ASSAULT,False,3,0
15,5/9/16 17:00,THEFT,False,1,0
24,5/9/16 20:24,BATTERY,False,2,0
24,5/9/16 18:30,CRIMINAL DAMAGE,False,3,0
24,5/9/16 18:26,BURGLARY,False,2,0
11,5/9/16 19:32,WEAPONS VIOLATION,True,1,0
9,5/9/16 20:30,CRIMINAL DAMAGE,False,3,1
1,5/9/16 18:40,NON-CRIMINAL,False,0,0
14,5/9/16 0:01,THEFT,False,1,1
2,5/9/16 18:30,THEFT,False,1,0
12,5/9/16 4:16,BATTERY,False,2,1
14,5/9/16 19:35,ASSAULT,False,3,0
1,5/9/16 19:50,THEFT,False,1,1
17,5/9/16 18:07,ASSAULT,False,3,0
10,5/9/16 21:11,NARCOTICS,True,3,0
17,5/9/16 4:00,OTHER OFFENSE,False,2,0
4,5/9/16 13:45,THEFT,False,1,0
9,5/9/16 19:30,THEFT,False,1,0
14,5/9/16 20:00,CRIMINAL DAMAGE,False,3,1
4,5/9/16 10:20,CRIMINAL DAMAGE,False,3,1
12,5/9/16 21:00,THEFT,False,1,1
7,5/9/16 18:45,BATTERY,False,2,1
7,5/9/16 3:00,MOTOR VEHICLE THEFT,False,2,0
3,5/9/16 21:30,BATTERY,False,2,1
3,5/9/16 19:43,INTERFERENCE WITH PUBLIC OFFICER,True,3,0
19,5/9/16 21:20,ASSAULT,False,3,0
3,5/9/16 14:30,BATTERY,False,2,1
7,5/9/16 12:00,CRIMINAL DAMAGE,False,3,1
12,5/9/16 21:50,BATTERY,False,2,1
9,5/9/16 19:45,CRIMINAL TRESPASS,True,2,0
6,5/9/16 11:00,CRIM SEXUAL ASSAULT,False,4,0
11,5/9/16 22:04,BATTERY,True,1,1
6,5/9/16 16:00,MOTOR VEHICLE THEFT,False,2,0
22,5/9/16 20:29,NARCOTICS,True,3,0
6,5/9/16 3:00,THEFT,False,1,0
7,5/9/16 20:28,INTERFERENCE WITH PUBLIC OFFICER,True,3,0
6,5/9/16 16:00,MOTOR VEHICLE THEFT,False,2,0
18,5/9/16 20:00,THEFT,False,1,1
25,5/9/16 20:00,BATTERY,False,2,1
2,5/9/16 13:30,OTHER OFFENSE,False,2,0
2,5/9/16 16:20,THEFT,False,1,0
2,5/9/16 21:30,BATTERY,False,2,1
25,5/9/16 21:57,BATTERY,False,2,1
3,5/9/16 21:17,ROBBERY,False,1,0
12,5/9/16 22:45,OTHER OFFENSE,False,2,0
16,5/9/16 21:19,THEFT,False,1,0
16,5/9/16 20:30,ASSAULT,False,3,0
3,5/9/16 17:02,BATTERY,False,2,1
5,5/9/16 22:00,CRIMINAL TRESPASS,True,2,0
11,5/9/16 22:35,BATTERY,False,2,1
24,5/9/16 21:44,NARCOTICS,True,3,0
6,5/9/16 20:47,BATTERY,False,2,1
3,5/9/16 23:41,NARCOTICS,True,3,0
7,5/9/16 22:15,OTHER OFFENSE,False,2,0
6,5/9/16 19:15,BATTERY,False,2,1
11,5/9/16 9:35,BATTERY,False,2,1
6,5/9/16 21:50,BATTERY,False,2,1
6,5/9/16 21:00,BATTERY,False,2,1
6,5/9/16 22:15,BATTERY,False,2,1
9,5/9/16 22:23,ROBBERY,False,1,0
3,5/9/16 22:00,NARCOTICS,True,3,0
5,5/9/16 22:47,BATTERY,True,1,1
5,5/9/16 7:00,BURGLARY,False,2,0
3,5/9/16 17:00,CRIMINAL DAMAGE,False,3,1
9,5/9/16 23:25,NARCOTICS,True,3,0
4,5/9/16 18:00,BATTERY,True,1,1
5,5/9/16 23:16,WEAPONS VIOLATION,False,2,0
9,5/9/16 23:30,BATTERY,False,2,1
20,5/9/16 20:50,ASSAULT,False,3,0
24,5/9/16 22:10,BATTERY,False,2,0
24,5/9/16 7:00,BURGLARY,False,2,0
2,5/9/16 23:45,BATTERY,False,2,1
11,5/9/16 16:30,BATTERY,False,2,1
4,5/9/16 23:30,CRIMINAL DAMAGE,False,3,1
4,5/9/16 21:45,MOTOR VEHICLE THEFT,False,2,0
24,5/9/16 20:20,CRIMINAL DAMAGE,False,3,0
5,5/9/16 22:40,NARCOTICS,True,3,0
10,5/9/16 23:15,OTHER OFFENSE,True,1,0
7,5/9/16 22:45,WEAPONS VIOLATION,True,1,0
3,5/9/16 21:20,BATTERY,False,2,1
16,5/9/16 10:00,DECEPTIVE PRACTICE,False,1,0
19,5/9/16 23:25,THEFT,False,1,1
1,5/9/16 17:30,THEFT,False,1,1
4,5/9/16 21:00,OTHER OFFENSE,False,2,1
17,5/9/16 17:00,CRIMINAL DAMAGE,False,3,1
15,5/9/16 23:40,BATTERY,False,2,1
12,5/9/16 23:45,BURGLARY,False,2,0
14,5/9/16 16:00,THEFT,False,1,1
4,5/9/16 11:00,BATTERY,True,1,1
19,5/9/16 23:47,NARCOTICS,True,3,0
11,5/9/16 18:30,BATTERY,False,2,1
3,5/9/16 18:00,THEFT,False,1,0
3,5/9/16 18:20,THEFT,False,1,0
8,5/9/16 23:00,BURGLARY,False,2,0
25,5/9/16 5:50,OTHER OFFENSE,False,2,0
16,5/9/16 17:00,THEFT,False,1,0
14,5/9/16 21:30,MOTOR VEHICLE THEFT,False,2,0
2,5/9/16 19:00,CRIMINAL DAMAGE,False,3,1
8,5/9/16 22:00,THEFT,False,1,1
25,5/9/16 18:00,MOTOR VEHICLE THEFT,False,2,0
12,5/9/16 19:00,MOTOR VEHICLE THEFT,False,2,0
8,5/9/16 22:15,THEFT,False,1,1
25,5/9/16 5:30,BURGLARY,False,2,0
15,5/9/16 21:00,CRIMINAL DAMAGE,False,3,0
6,5/9/16 21:30,CRIMINAL DAMAGE,False,3,1
8,5/9/16 21:00,MOTOR VEHICLE THEFT,False,2,0
8,5/9/16 22:30,THEFT,False,1,1
8,5/9/16 19:33,THEFT,False,1,1
8,5/9/16 20:00,ASSAULT,False,3,0
9,5/9/16 22:30,CRIMINAL DAMAGE,False,3,1
11,5/9/16 9:30,MOTOR VEHICLE THEFT,False,2,0
8,5/9/16 18:00,THEFT,False,1,1
3,5/9/16 21:06,OTHER OFFENSE,False,2,0
5,5/9/16 11:00,CRIMINAL DAMAGE,False,3,1
22,5/9/16 15:00,DECEPTIVE PRACTICE,False,1,0
6,5/9/16 15:45,CRIMINAL DAMAGE,False,3,1
22,5/9/16 14:20,THEFT,False,1,0
2,5/9/16 8:30,THEFT,False,1,0
18,5/9/16 20:00,THEFT,False,1,1
12,5/9/16 22:00,THEFT,False,1,1
1,5/9/16 16:00,THEFT,False,1,1
20,5/9/16 21:00,THEFT,False,1,0
15,5/9/16 0:35,CRIMINAL DAMAGE,False,3,0
6,5/9/16 11:00,BATTERY,False,2,1
17,5/9/16 23:00,THEFT,False,1,0
10,5/9/16 22:00,BATTERY,False,2,1
2,5/9/16 15:00,THEFT,False,1,0
22,5/10/16 3:55,BURGLARY,False,2,0
3,5/9/16 21:00,THEFT,False,1,0
7,5/9/16 10:30,BURGLARY,False,2,0
17,5/9/16 15:30,CRIMINAL DAMAGE,False,3,1
1,5/9/16 13:10,BATTERY,False,2,0
4,5/9/16 20:00,BURGLARY,False,2,0
18,5/9/16 20:00,BURGLARY,False,2,0
16,5/9/16 15:30,THEFT,False,1,0
2,5/9/16 16:00,ASSAULT,False,3,0
11,5/9/16 18:00,THEFT,False,1,0
19,5/9/16 14:00,OTHER OFFENSE,False,2,0
9,5/9/16 17:30,BATTERY,False,2,1
24,5/9/16 18:00,THEFT,False,1,0
12,5/9/16 21:00,CRIMINAL DAMAGE,False,3,1
15,5/9/16 17:00,CRIMINAL DAMAGE,False,3,0
25,5/9/16 22:00,THEFT,False,1,0
10,5/9/16 20:15,ROBBERY,False,1,0
25,5/9/16 19:00,OTHER OFFENSE,False,2,0
19,5/9/16 19:51,THEFT,False,1,1
2,5/9/16 12:17,BATTERY,False,2,1
18,5/9/16 23:03,THEFT,False,1,1
8,5/9/16 18:00,CRIMINAL DAMAGE,False,3,1
8,5/9/16 17:00,DECEPTIVE PRACTICE,False,1,0
12,5/9/16 21:00,THEFT,False,1,1
8,5/9/16 9:00,DECEPTIVE PRACTICE,False,1,0
6,5/9/16 16:30,BATTERY,False,2,1
7,5/9/16 21:30,CRIMINAL DAMAGE,False,3,1
16,5/9/16 15:30,THEFT,False,1,0
15,5/9/16 23:30,THEFT,False,1,0
25,5/9/16 15:40,OTHER OFFENSE,False,2,0
16,5/9/16 20:00,THEFT,False,1,0
19,5/9/16 0:01,DECEPTIVE PRACTICE,False,1,0
24,5/9/16 14:00,THEFT,False,1,0
6,5/9/16 18:00,THEFT,False,1,0
24,5/9/16 20:00,CRIMINAL DAMAGE,False,3,0
2,5/9/16 20:15,THEFT,False,1,0
8,5/9/16 22:00,CRIMINAL DAMAGE,False,3,1
4,5/9/16 18:31,OTHER OFFENSE,False,2,1
19,5/9/16 17:00,OFFENSE INVOLVING CHILDREN,False,4,0
6,5/9/16 19:00,BURGLARY,False,2,0
4,5/9/16 21:50,OTHER OFFENSE,False,2,1
10,5/9/16 21:00,CRIMINAL DAMAGE,False,3,1
